Abduweli,1,0,"Uyghur"
Abdülhami̇t,1,0,"Turkish"
Abdülkadi̇r,1,0,"Turkish"
Abdülkeri̇m,1,0,"Turkish"
Abdüllati̇f,1,0,"Turkish"
Abe,1,0,"Dutch,English,Frisian"
Abednego,1,0,"Biblical"
Abegail,0,1,"English (Rare)"
Abel,1,0,"Biblical,Biblical Greek,Biblical Latin,English,French,Georgian,Portuguese,Spanish"
Abele,1,0,"Italian"
Abelone,0,1,"Danish"
Abena,0,1,"Akan,Western African"
Abene,0,1,"Basque"
Abeni,0,1,"Western African,Yoruba"
Abenner,1,0,"Biblical Greek"
Aberash,0,1,"Amharic,Eastern African"
Abessa,1,0,"Biblical Greek"
Abessalom,1,0,"Biblical Greek"
Abha,0,1,"Hindi,Indian"
Abhay,1,0,"Hindi,Indian,Marathi"
Abhijeet,1,0,"Bengali,Hindi,Indian,Marathi"
Abhijit,1,0,"Bengali,Hindi,Indian,Marathi"
Abhilash,1,0,"Hindi,Indian,Malayalam"
Abhilasha,0,1,"Hindi,Indian"
Abhinav,1,0,"Hindi,Indian,Kannada,Marathi,Telugu"
Abhishek,1,0,"Bengali,Gujarati,Hindi,Indian,Kannada,Malayalam,Marathi,Punjabi,Tamil,Telugu"
Abi,0,1,"Scottish"
Abia,1,1,"Biblical Greek,Biblical Latin"
Abiah,1,1,"Biblical"
Abidan,1,0,"Biblical,Biblical Greek,Biblical Latin"
Abidemi,1,0,"Western African,Yoruba"
Abiel,1,0,"Biblical"
Abigaia,0,1,"Biblical Greek"
Abigail,0,1,"Biblical,Biblical Latin,English,German"
Abigayle,0,1,"English (Modern)"
Abigaíl,0,1,"Spanish"
Abigél,0,1,"Hungarian"
Abihu,1,0,"Biblical"
Abijah,1,1,"Biblical"
Abilene,0,1,"Biblical"
Abilio,1,0,"Spanish"
Abimael,1,0,"Biblical"
Abimbola,1,1,"Western African,Yoruba"
Abimelech,1,0,"Biblical"
Abiodun,1,1,"Western African,Yoruba"
Abioye,1,0,"Western African,Yoruba"
Abiram,1,0,"Biblical"
Abisai,1,0,"Biblical Latin"
Abishag,0,1,"Biblical"
Abishai,1,0,"Biblical"
Abital,0,1,"Biblical"
Abner,1,0,"Biblical,Biblical Latin,English"
Abolfazl,1,0,"Persian"
Aboubacar,1,0,"Western African"
Abraam,1,0,"Biblical Greek,Georgian"
Abraham,1,0,"Biblical,Biblical Latin,Danish,Dutch,English,French,German,Hebrew,Norwegian,Spanish,Swedish"
Abram,1,0,"Biblical,English,Georgian,Russian"
Abramo,1,0,"Italian"
Abraão,1,0,"Portuguese"
Absalom,1,0,"Biblical,Biblical Latin"
Abu,1,0,"Arabic"
Abubakar,1,0,"Western African"
Abul-fazl,1,0,"Arabic"
Abílio,1,0,"Portuguese"
Aca,1,0,"Macedonian,Serbian"
Acacia,0,1,"English (Rare)"
Acacius,1,0,"Ancient Greek (Latinized)"
Acantha,0,1,"Greek Mythology (Latinized)"
Ace,1,0,"English,Macedonian"
Achaab,1,0,"Biblical Greek"
Achab,1,0,"Biblical Latin"
Achaicus,1,0,"Biblical,Biblical Latin"
Achaikos,1,0,"Ancient Greek,Biblical Greek"
Achan,1,0,"Biblical"
Achard,1,0,"Old Norman"
Achieng,0,1,"Eastern African,Luo"
Achille,1,0,"French,Italian"
Achilles,1,0,"Greek Mythology (Latinized)"
Achilleus,1,0,"Greek Mythology"
Achim,1,0,"Biblical,German"
Achinoam,0,1,"Biblical Hebrew,Hebrew"
Acke,1,0,"Swedish"
Aco,1,0,"Macedonian,Serbian"
Ad,1,0,"Dutch,Limburgish"
Ada,0,1,"English,Finnish,German,Hungarian,Italian,Polish"
Adad,1,0,"Near Eastern Mythology"
Adaeze,0,1,"Igbo,Western African"
Adah,0,1,"Biblical"
Adair,1,0,"English (Rare)"
Adalberht,1,0,"Ancient Germanic"
Adalbern,1,0,"Ancient Germanic"
Adalbert,1,0,"Ancient Germanic,German,Polish"
Adalberto,1,0,"Italian,Portuguese,Spanish"
Adalet,0,1,"Turkish"
Adalfarus,1,0,"Ancient Germanic (Latinized)"
Adalfuns,1,0,"Ancient Germanic"
Adalhard,1,0,"Ancient Germanic"
Adalheidis,0,1,"Ancient Germanic"
Adalia,1,0,"Biblical"
Adalwin,1,0,"Ancient Germanic"
Adalwolf,1,0,"Ancient Germanic"
Adalyn,0,1,"English (Modern)"
Adalynn,0,1,"English (Modern)"
Adam,1,0,"Arabic,Biblical,Biblical Greek,Biblical Hebrew,Biblical Latin,Croatian,Czech,Danish,Dutch,English,French,Georgian,German,Hebrew,Macedonian,Norwegian,Polish,Romanian,Russian,Serbian,Slovak,Swedish,Ukrainian"
Adamina,0,1,"English (Rare)"
Adamo,1,0,"Italian"
Adamu,1,0,"Old Church Slavic"
Adanna,0,1,"Igbo,Western African"
Adannaya,0,1,"Igbo,Western African"
Adara,0,1,"Hebrew"
Adde,1,0,"Frisian"
Addie,0,1,"English"
Addison,1,1,"English"
Addy,0,1,"English"
Addy,1,0,"Medieval English"
Addyson,0,1,"English (Modern)"
Ade,1,0,"Frisian"
Ade,1,1,"Western African,Yoruba"
Adebayo,1,0,"Western African,Yoruba"
Adebola,1,1,"Western African,Yoruba"
Adebowale,1,1,"Western African,Yoruba"
Adedayo,1,1,"Western African,Yoruba"
Adegoke,1,0,"Western African,Yoruba"
Adel,1,0,"Arabic"
Adela,0,1,"Ancient Germanic,English,Polish,Romanian,Spanish"
Adelaida,0,1,"Hungarian,Spanish"
Adelaide,0,1,"English,Italian,Portuguese"
Adelais,0,1,"Ancient Germanic"
Adelajda,0,1,"Polish"
Adelardo,1,0,"Italian (Archaic),Spanish"
Adelbert,1,0,"Dutch,German"
Adele,0,1,"English,Finnish,German,Italian"
Adelheid,0,1,"Dutch,German"
Adelia,0,1,"English,Spanish"
Adelina,0,1,"Ancient Germanic (Latinized),Bulgarian,German,Italian,Portuguese,Romanian,Spanish"
Adeline,0,1,"English,French"
Adelita,0,1,"Spanish (Latin American)"
Adella,0,1,"English"
Adelle,0,1,"English"
Adelmar,1,0,"Ancient Germanic,Portuguese (Brazilian)"
Adelyn,0,1,"English (Modern)"
Adem,1,0,"Turkish"
Ademar,1,0,"Portuguese"
Ademaro,1,0,"Italian"
Ademir,1,0,"Portuguese (Brazilian)"
Aden,1,0,"English (Modern)"
Adena,0,1,"Hebrew"
Adeodatus,1,0,"Late Roman"
Aderyn,0,1,"Welsh"
Adetokunbo,1,1,"Western African,Yoruba"
Adhara,0,1,"Astronomy"
Adhiambo,0,1,"Eastern African,Luo"
Adi,1,0,"German,Indonesian,Romanian"
Adi,1,1,"Hebrew"
Adil,1,0,"Arabic"
Adila,0,1,"Arabic"
Adilet,1,1,"Kyrgyz"
Adina,0,1,"Romanian"
Adina,1,1,"Biblical,Biblical Greek,Biblical Latin,Hebrew"
Adino,1,0,"Biblical"
Adir,1,0,"Hebrew"
Adisa,1,0,"Western African,Yoruba"
Aditi,0,1,"Bengali,Hindi,Hinduism,Indian,Kannada,Marathi"
Aditya,1,0,"Hindi,Hinduism,Indian,Indonesian,Kannada,Malayalam,Marathi,Nepali,Tamil,Telugu"
Adi̇l,1,0,"Turkish"
Adi̇le,0,1,"Turkish"
Adjoa,0,1,"Akan,Western African"
Adlai,1,0,"Biblical,Biblical Hebrew"
Adnan,1,0,"Arabic,Bosnian,Turkish,Urdu"
Adolf,1,0,"Ancient Germanic,Czech,Danish,Dutch,German,Hungarian,Norwegian,Swedish"
Adolfito,1,0,"Spanish"
Adolfo,1,0,"Italian,Spanish"
Adolph,1,0,"English"
Adolphe,1,0,"French"
Adolphus,1,0,"Ancient Germanic (Latinized)"
Adomas,1,0,"Lithuanian"
Adonai,1,0,"Theology"
Adonijah,1,0,"Biblical"
Adoniram,1,0,"Biblical"
Adonis,1,0,"Greek Mythology"
Adora,0,1,"Spanish"
Adoración,0,1,"Spanish"
Adorinda,0,1,"Esperanto"
Adorján,1,0,"Hungarian"
Adrastea,0,1,"Greek Mythology (Latinized)"
Adrasteia,0,1,"Greek Mythology"
Adrastos,1,0,"Greek Mythology"
Adria,0,1,"English"
Adriaan,1,0,"Dutch"
Adrian,1,0,"Danish,English,German,Norwegian,Polish,Romanian,Russian,Swedish"
Adriana,0,1,"Czech,English,Italian,Polish,Portuguese,Romanian,Slovak,Spanish"
Adrianna,0,1,"English,Polish"
Adrianne,0,1,"English"
Adriano,1,0,"Italian,Portuguese"
Adrianus,1,0,"Dutch"
Adrien,1,0,"French"
Adrienn,0,1,"Hungarian"
Adrienne,0,1,"French"
Adrijan,1,0,"Croatian,Macedonian"
Adrijana,0,1,"Croatian,Macedonian,Serbian,Slovene"
Adrià,1,0,"Catalan"
Adrián,1,0,"Hungarian,Spanish"
Adva,0,1,"Hebrew"
Adwoa,0,1,"Akan,Western African"
Adán,1,0,"Spanish"
Adão,1,0,"Portuguese"
Adèle,0,1,"French"
Adél,0,1,"Hungarian"
Adéla,0,1,"Czech"
Adélard,1,0,"French (Quebec)"
Adélaïde,0,1,"French"
Aegidius,1,0,"Late Roman"
Aegle,0,1,"Greek Mythology (Latinized)"
Aelia,0,1,"Ancient Roman"
Aeliana,0,1,"Ancient Roman"
Aelianus,1,0,"Ancient Roman"
Aelius,1,0,"Ancient Roman"
Aella,0,1,"Greek Mythology"
Aemilia,0,1,"Ancient Roman"
Aemiliana,0,1,"Ancient Roman"
Aemilianus,1,0,"Ancient Roman"
Aemilius,1,0,"Ancient Roman"
Aeneas,1,0,"Roman Mythology"
Aengus,1,0,"Irish"
Aenor,0,1,"Ancient Germanic (Latinized)"
Aeolus,1,0,"Greek Mythology (Latinized)"
Aeron,1,1,"Welsh,Welsh Mythology"
Aerona,0,1,"Welsh"
Aeronwen,0,1,"Welsh"
Aeronwy,0,1,"Welsh"
Aeschylus,1,0,"Ancient Greek (Latinized)"
Aeson,1,0,"Greek Mythology (Latinized)"
Aesop,1,0,"Ancient Greek (Anglicized)"
Aetius,1,0,"Ancient Roman"
Afaf,0,1,"Arabic"
Afanasiy,1,0,"Russian"
Afanasy,1,0,"Russian"
Afanen,0,1,"Welsh (Rare)"
Afia,0,1,"Akan,Western African"
Afif,1,0,"Arabic"
Afolabi,1,0,"Western African,Yoruba"
Afon,1,1,"Welsh"
Afonso,1,0,"Galician,Portuguese"
Afra,0,1,"Arabic,Late Roman"
Africa,0,1,"African American (Rare),Irish,Scottish"
Africanus,1,0,"Ancient Roman"
Afrim,1,0,"Albanian"
Afroditi,0,1,"Greek"
Afua,0,1,"Akan,Western African"
Afzal,1,0,"Arabic"
Afërdita,0,1,"Albanian"
Agafya,0,1,"Russian"
Agam,1,1,"Hebrew"
Agamemnon,1,0,"Greek Mythology"
Agape,0,1,"Ancient Greek,Greek"
Agapetos,1,0,"Ancient Greek"
Agapetus,1,0,"Ancient Greek (Latinized)"
Agapios,1,0,"Ancient Greek,Greek"
Agapito,1,0,"Italian,Spanish"
Agar,0,1,"Biblical Greek,Biblical Latin"
Agata,0,1,"Croatian,Italian,Polish,Russian,Serbian,Slovene,Spanish,Swedish"
Agatha,0,1,"Ancient Greek (Latinized),English"
Agathangelos,1,0,"Late Greek"
Agathe,0,1,"Ancient Greek,Danish,French,German,Greek,Norwegian"
Agathon,1,0,"Ancient Greek"
Agaue,0,1,"Greek Mythology"
Agda,0,1,"Swedish"
Age,0,1,"Estonian"
Age,1,0,"Frisian"
Aggie,0,1,"English"
Aghavni,0,1,"Armenian"
Aghi,1,0,"Ancient Scandinavian"
Agi,1,0,"Ancient Germanic"
Agilmar,1,0,"Ancient Germanic"
Agilulf,1,0,"Ancient Germanic"
Agim,1,0,"Albanian"
Aglaea,0,1,"Greek Mythology (Latinized)"
Aglaia,0,1,"Greek,Greek Mythology"
Aglaya,0,1,"Russian"
Aglaé,0,1,"French"
Agmundr,1,0,"Ancient Scandinavian"
Agnar,1,0,"Icelandic,Norwegian"
Agnarr,1,0,"Ancient Scandinavian"
Agner,1,0,"Danish"
Agnes,0,1,"Ancient Greek (Latinized),Danish,Dutch,English,German,Icelandic,Norwegian,Swedish"
Agnesa,0,1,"Slovak"
Agnese,0,1,"Italian,Latvian"
Agnessa,0,1,"Russian"
Agneta,0,1,"Swedish"
Agnete,0,1,"Danish"
Agnetha,0,1,"Danish,Norwegian,Swedish"
Agnethe,0,1,"Danish"
Agneza,0,1,"Croatian"
Agni,1,0,"Hindi,Hinduism,Indian"
Agnieszka,0,1,"Polish"
Agnija,0,1,"Latvian,Macedonian,Serbian"
Agnès,0,1,"Catalan,French"
Agnė,0,1,"Lithuanian"
Agostina,0,1,"Italian"
Agostinho,1,0,"Portuguese"
Agostino,1,0,"Italian"
Agrafena,0,1,"Russian"
Agrippa,1,1,"Ancient Roman,Biblical"
Agrippina,0,1,"Ancient Roman"
Agrona,0,1,"Celtic Mythology"
Agung,1,0,"Indonesian"
Agurne,0,1,"Basque"
Agurtzane,0,1,"Basque"
Agus,1,0,"Indonesian"
Agustina,0,1,"Spanish"
Agustí,1,0,"Catalan"
Agustín,1,0,"Spanish"
Agáta,0,1,"Czech"
Ah,1,1,"Chinese"
Ahab,1,0,"Biblical,Biblical Latin"
Aharon,1,0,"Biblical Hebrew,Hebrew"
Ahava,0,1,"Hebrew"
Ahenobarbus,1,0,"Ancient Roman"
Ahinoam,0,1,"Biblical"
Ahmad,1,0,"Arabic,Indonesian,Malay,Pashto,Persian,Urdu"
Ahmed,1,0,"Arabic,Bosnian,Pashto,Turkish,Urdu"
Ahmet,1,0,"Turkish"
Ahmose,1,0,"Ancient Egyptian (Anglicized)"
Ahoth,1,0,"Biblical Latin"
Ahriman,1,0,"Persian Mythology"
Ahtahkakoop,1,0,"Cree,Native American"
Ahti,1,0,"Finnish,Finnish Mythology"
Ahura,1,0,"Persian Mythology"
Ahuva,0,1,"Hebrew"
Ai,0,1,"Chinese,Japanese"
Aias,1,0,"Greek Mythology"
Aibek,1,0,"Kazakh,Kyrgyz"
Aida,0,1,"Arabic,Literature"
Aidan,1,0,"English (Modern),Irish,Scottish"
Aiday,0,1,"Kazakh"
Aideen,0,1,"Irish"
Aiden,1,0,"English (Modern)"
Aifric,0,1,"Irish,Scottish"
Aigle,0,1,"Greek Mythology"
Aignéis,0,1,"Irish"
Aikaterine,0,1,"Ancient Greek,Greek"
Aike,1,0,"Frisian"
Aiko,0,1,"Japanese"
Aila,0,1,"Finnish"
Ailbhe,1,1,"Irish"
Aileas,0,1,"Scottish"
Aileen,0,1,"English,Irish,Scottish"
Ailen,0,1,"Mapuche,Native American"
Aili,0,1,"Finnish"
Ailill,1,0,"Irish,Irish Mythology"
Ailpein,1,0,"Scottish"
Ailsa,0,1,"Scottish"
Ailín,1,0,"Irish"
Ailís,0,1,"Irish"
Aiman,0,1,"Kazakh"
Aimi,0,1,"Japanese"
Aimo,1,0,"Finnish"
Aimé,1,0,"French"
Aimée,0,1,"French"
Aina,0,1,"Catalan,Danish,Finnish,Japanese,Norwegian,Swedish"
Aindrea,1,0,"Scottish"
Aindriú,1,0,"Irish"
Aindréas,1,0,"Irish"
Aineias,1,0,"Greek Mythology"
Aingeal,0,1,"Irish"
Aingeru,1,0,"Basque"
Ainhoa,0,1,"Basque"
Aino,0,1,"Finnish,Finnish Mythology"
Ainoa,0,1,"Spanish"
Ainslee,0,1,"English (Rare)"
Ainsley,1,1,"English (Modern),Scottish"
Ainslie,0,1,"English (Rare)"
Aintza,0,1,"Basque"
Aintzane,0,1,"Basque"
Aiolos,1,0,"Greek Mythology"
Airi,0,1,"Japanese"
Aisha,0,1,"American,Arabic,Urdu"
Aishah,0,1,"Arabic,Malay"
Aishwarya,0,1,"Hindi,Indian,Kannada,Malayalam,Marathi,Tamil"
Aislin,0,1,"Irish"
Aisling,0,1,"Irish"
Aislinn,0,1,"Irish"
Aisyah,0,1,"Indonesian"
Aithan,1,0,"Biblical Greek"
Aithne,0,1,"Irish"
Aitor,1,0,"Basque"
Ajax,1,0,"Greek Mythology (Latinized)"
Ajay,1,0,"Bengali,Gujarati,Hindi,Indian,Kannada,Malayalam,Marathi,Tamil,Telugu"
Ajdin,1,0,"Bosnian"
Ajeet,1,0,"Bengali,Hindi,Indian,Marathi,Punjabi"
Ajit,1,0,"Bengali,Hindi,Indian,Marathi,Punjabi"
Ajith,1,0,"Indian,Malayalam,Tamil"
Ajla,0,1,"Bosnian"
Akachi,1,1,"Igbo,Western African"
Akaki,1,0,"Georgian"
Akakios,1,0,"Ancient Greek,Greek"
Akamu,1,0,"Hawaiian"
Akane,0,1,"Japanese"
Akanksha,0,1,"Hindi,Indian"
Akantha,0,1,"Greek Mythology"
Akash,1,0,"Bengali,Hindi,Indian,Marathi"
Akbar,1,0,"Arabic,Indian (Muslim),Persian,Urdu"
Akeem,1,0,"African American"
Akemi,0,1,"Japanese"
Akhenaten,1,0,"Ancient Egyptian"
Akhenaton,1,0,"Ancient Egyptian"
Akhil,1,0,"Hindi,Indian,Malayalam,Telugu"
Akhila,0,1,"Indian,Malayalam,Telugu"
Akhmad,1,0,"Chechen"
Aki,0,1,"Japanese"
Aki,1,0,"Finnish"
Akiba,1,0,"Hebrew"
Akiko,0,1,"Japanese"
Akilah,0,1,"Arabic"
Akilina,0,1,"Russian"
Akim,1,0,"Russian"
Akinyi,0,1,"Eastern African,Luo"
Akio,1,0,"Japanese"
Akira,1,1,"Japanese"
Akiva,1,0,"Hebrew"
Akoni,1,0,"Hawaiian"
Akosua,0,1,"Akan,Western African"
Akpofure,1,1,"Urhobo,Western African"
Akram,1,0,"Arabic"
Aksel,1,0,"Danish,Norwegian"
Akseli,1,0,"Finnish"
Akshay,1,0,"Gujarati,Hindi,Indian,Kannada,Marathi"
Aksinya,0,1,"Russian"
Aku,1,0,"Finnish"
Akua,0,1,"Akan,Western African"
Akuchi,1,1,"Igbo,Western African"
Akulina,0,1,"Russian"
Al,1,0,"English"
Al-amir,1,0,"Arabic (Rare)"
Ala,1,0,"Arabic"
Alaatti̇n,1,0,"Turkish"
Alaba,0,1,"Western African,Yoruba"
Aladdin,1,0,"Literature"
Alaia,0,1,"Basque"
Alain,1,0,"French"
Alaina,0,1,"English (Modern)"
Alajos,1,0,"Hungarian"
Alan,1,0,"Breton,English,French,Scottish"
Alana,0,1,"English"
Alanis,0,1,"English (Rare)"
Alanna,0,1,"English"
Alannah,0,1,"English (Modern),Irish"
Alannis,0,1,"English (Rare)"
Alaois,1,0,"Irish"
Alard,1,0,"Ancient Germanic"
Alaric,1,0,"Ancient Germanic"
Alasdair,1,0,"Scottish"
Alastair,1,0,"Scottish"
Alastar,1,0,"Irish"
Alastríona,0,1,"Irish"
Alayna,0,1,"English (Modern)"
Alazne,0,1,"Basque"
Alba,0,1,"Ancient Germanic,Ancient Roman,Catalan,Italian,Spanish"
Albaer,1,0,"Limburgish"
Alban,1,0,"Albanian,English (Rare),French,German"
Albano,1,0,"Italian"
Albanus,1,0,"Ancient Roman"
Albena,0,1,"Bulgarian"
Alberic,1,0,"Germanic Mythology"
Alberich,1,0,"Ancient Germanic,Germanic Mythology"
Alberico,1,0,"Italian"
Albert,1,0,"Ancient Germanic,Catalan,Danish,Dutch,English,French,German,Hungarian,Icelandic,Norwegian,Polish,Romanian,Russian,Swedish"
Alberta,0,1,"English,Italian,Portuguese"
Albertas,1,0,"Lithuanian"
Alberte,0,1,"Danish,French"
Alberte,1,0,"Galician"
Albertina,0,1,"Dutch,Italian,Portuguese"
Albertine,0,1,"French"
Alberto,1,0,"Italian,Portuguese,Spanish"
Albertus,1,0,"Ancient Germanic (Latinized),Dutch"
Albin,1,0,"Danish,English,French,Norwegian,Polish,Slovene,Swedish"
Albina,0,1,"Ancient Roman,German,Italian,Lithuanian,Polish,Portuguese,Russian,Slovene,Spanish,Ukrainian"
Albine,0,1,"French"
Albino,1,0,"Italian,Portuguese,Spanish"
Albinus,1,0,"Ancient Roman"
Alboin,1,0,"Ancient Germanic"
Alborz,1,0,"Persian"
Albrecht,1,0,"German"
Albus,1,0,"Ancient Roman"
Alby,1,0,"Irish"
Albína,0,1,"Czech,Slovak"
Alcaeus,1,0,"Ancient Greek (Latinized)"
Alcibiades,1,0,"Ancient Greek (Latinized)"
Alcide,1,0,"French (Rare),Italian"
Alcides,1,0,"Greek Mythology (Latinized),Portuguese,Spanish"
Alcippe,0,1,"Greek Mythology (Latinized)"
Alcmene,0,1,"Greek Mythology (Latinized)"
Alcyone,0,1,"Greek Mythology (Latinized)"
Alda,0,1,"Ancient Germanic,Icelandic,Italian,Limburgish,Portuguese"
Aldebrand,1,0,"Ancient Germanic"
Aldegar,1,0,"Ancient Germanic"
Aldegonda,0,1,"Dutch"
Aldegund,0,1,"Ancient Germanic"
Alden,1,0,"English"
Aldert,1,0,"Dutch"
Aldhard,1,0,"Ancient Germanic"
Aldin,1,0,"Bosnian"
Aldina,0,1,"Bosnian,Portuguese"
Aldith,0,1,"Medieval English"
Aldo,1,0,"Ancient Germanic,Italian"
Aldona,0,1,"Lithuanian,Polish"
Aldous,1,0,"English (Rare)"
Aldreda,0,1,"Medieval English"
Aldric,1,0,"Ancient Germanic,French"
Aldus,1,1,"Medieval English"
Aldwin,1,0,"Ancient Germanic"
Aldéric,1,0,"French (Rare)"
Ale,1,0,"Frisian"
Ale,1,1,"Finnish,Italian,Spanish"
Alea,0,1,"English (Rare)"
Aleah,0,1,"English (Modern)"
Alease,0,1,"English"
Alec,1,0,"English"
Alecia,0,1,"English"
Alecto,0,1,"Greek Mythology (Latinized)"
Aled,1,0,"Welsh"
Aleesha,0,1,"English (Rare)"
Aleid,0,1,"Dutch"
Aleida,0,1,"Dutch"
Aleix,1,0,"Catalan"
Aleixo,1,0,"Galician,Portuguese"
Alejandra,0,1,"Spanish"
Alejandro,1,0,"Spanish"
Alejo,1,0,"Spanish"
Aleks,1,0,"Polish,Russian,Slovene,Ukrainian"
Aleksandar,1,0,"Bulgarian,Croatian,Macedonian,Serbian"
Aleksander,1,0,"Albanian,Danish,Estonian,Norwegian,Polish,Slovene"
Aleksandr,1,0,"Armenian,Russian,Ukrainian"
Aleksandra,0,1,"Bulgarian,Croatian,Estonian,Macedonian,Polish,Russian,Serbian,Slovene,Ukrainian"
Aleksandras,1,0,"Lithuanian"
Aleksandre,1,0,"Georgian"
Aleksandrina,0,1,"Bulgarian,Russian"
Aleksandro,1,0,"Esperanto"
Aleksandrs,1,0,"Latvian"
Aleksandru,1,0,"Medieval Slavic"
Aleksanteri,1,0,"Finnish"
Aleksei,1,0,"Belarusian,Russian,Ukrainian"
Aleksej,1,0,"Slovene"
Aleksey,1,0,"Belarusian,Russian,Ukrainian"
Aleksi,1,0,"Finnish"
Aleksy,1,0,"Polish"
Alekto,0,1,"Greek Mythology"
Alem,1,0,"Bosnian"
Alemayehu,1,1,"Amharic,Eastern African"
Alen,1,0,"Croatian,Slovene"
Alena,0,1,"Czech,German,Slovak,Slovene"
Alene,0,1,"English"
Alenka,0,1,"Slovene"
Alesander,1,0,"Basque"
Alesha,0,1,"English (Modern)"
Alesia,0,1,"English"
Alessa,0,1,"Italian"
Alessandra,0,1,"Italian"
Alessandro,1,0,"Italian"
Alessia,0,1,"Italian"
Alessio,1,0,"Italian"
Aleta,0,1,"English"
Aletha,0,1,"English"
Alethea,0,1,"English"
Alex,1,1,"Danish,Dutch,English,French,German,Hungarian,Icelandic,Italian,Norwegian,Portuguese,Romanian,Swedish"
Alexa,0,1,"English,German,Hungarian"
Alexander,1,0,"Ancient Greek (Latinized),Biblical,Danish,Dutch,English,German,Greek Mythology (Latinized),Hungarian,Icelandic,Norwegian,Slovak,Swedish"
Alexandr,1,0,"Czech"
Alexandra,0,1,"Ancient Greek,Czech,Danish,Dutch,English,French,German,Greek,Greek Mythology,Hungarian,Icelandic,Italian,Norwegian,Portuguese,Romanian,Russian,Slovak,Spanish,Swedish,Ukrainian"
