Name,Gender,Origin
Jody,"m, f",English
Joe,m,English
Joel,m,"Biblical, English, Finnish, Portuguese, Spanish, Swedish"
Joella,f,English
Joelle,f,English
Joep,m,Dutch
Joeri,m,Dutch
Joetta,f,English
Joey,"m, f",English
Joffrey,m,French
Johan,m,"Danish, Dutch, Norwegian, Swedish"
Johana,f,Czech
Johanan,m,Biblical
Johann,m,German
Johanna,f,"Danish, Dutch, English, Estonian, Finnish, German, Hungarian, Late Roman, Norwegian, Swedish"
Johanne,f,"Danish, French, Medieval French, Norwegian"
Johanneke,f,Dutch
Johannes,m,"Danish, Dutch, Estonian, Finnish, German, Late Roman, Norwegian, Swedish"
Johano,m,Esperanto
John,m,"Biblical, English"
Johna,f,English (Rare)
Johnathan,m,English
Johnathon,m,English
Johnie,"m, f",English
Johnna,f,English
Johnnie,"m, f",English
Johnny,m,English
Joi,f,English (Modern)
Joisse,f,English (Rare)
Jojo,"m, f",English
Jokin,m,Basque
Joktan,m,Biblical
Jokum,m,Danish
Jokūbas,m,Lithuanian
Jola,f,Polish
Jolana,f,"Czech, Slovak"
Jolanda,f,"Croatian, Dutch, Italian, Slovene"
Jolanta,f,"Lithuanian, Polish"
Joleen,f,English
Jolene,f,English
Jolie,f,English
Jolyon,m,English (Rare)
Jolán,f,Hungarian
Jolánka,f,Hungarian (Rare)
Jon,m,"Basque, Danish, English, Norwegian, Swedish"
Jonah,m,"Biblical, English"
Jonas,m,"Biblical, Danish, Dutch, German, Lithuanian, Norwegian, Swedish"
Jonatan,m,"Danish, German, Norwegian, Spanish, Swedish"
Jonathan,m,"Biblical, Danish, Dutch, English, French, German, Norwegian, Swedish"
Jonathon,m,English
Jone,f,Basque
Jone,m,Norwegian
Jonelle,f,English (Rare)
Jonette,f,English (Rare)
Jong,"m, f",Korean
Jong-su,m,Korean
Joni,f,English
Joni,m,Finnish
Jonie,f,English
Jonna,f,"Danish, Finnish, Swedish"
Jonny,m,English
Jonquil,f,English (Rare)
Jonty,m,English (British)
Jonáš,m,"Czech, Slovak"
Joo-won,"m, f",Korean
Jools,"m, f",English
Joon,m,Korean
Joon-ho,m,Korean
Joona,m,Finnish
Joonas,m,Finnish
Joop,m,Dutch
Joord,m,Dutch
Joos,m,Dutch
Joosep,m,Estonian
Jooseppi,m,Finnish
Joost,m,Dutch
Joram,m,Biblical
Jordaan,m,Dutch
Jordan,"m, f","English, Macedonian"
Jordana,f,"English (Rare), Macedonian, Portuguese, Spanish"
Jordanes,m,Ancient Germanic
Jordi,m,Catalan
Jordon,m,English
Jordyn,f,English (Modern)
Jordán,m,Spanish
Jordão,m,Portuguese
Jorge,m,"Portuguese, Spanish"
Jorginho,m,Portuguese
Jorie,f,English
Joris,m,"Dutch, Frisian"
Jorja,f,English (Modern)
Jorma,m,Finnish
Jorrit,m,Frisian
Jorun,f,Norwegian
Jorunn,f,Norwegian
Jory,m,Cornish
Jos,m,Dutch
Josaphat,m,Biblical
Joscelin,m,Old Norman
Josceline,f,English (Rare)
Joseba,m,Basque
Josef,m,"Czech, Danish, German, Norwegian, Swedish"
Josefa,f,"Czech, Portuguese, Spanish"
Josefiina,f,Finnish
Josefina,f,"Portuguese, Spanish, Swedish"
Josefine,f,"Danish, German, Norwegian, Swedish"
Joselyn,f,English (Modern)
Josemaría,m,Spanish
Josep,m,Catalan
Josepe,m,Spanish (Rare)
Joseph,m,"Biblical, English, French, German"
Josepha,f,"English (Rare), German (Archaic)"
Josephina,f,English (Rare)
Josephine,f,"Dutch, English, German"
Josephus,m,"Dutch, History"
Joses,m,Biblical
Josette,f,French
Josh,m,English
Joshua,m,"Biblical, English"
Josiah,m,"Biblical, English"
Josiane,f,French
Josias,m,Biblical
Josie,f,English
Josif,m,"Macedonian, Serbian"
Josip,m,"Croatian, Slovene"
Josipa,f,Croatian
Joslyn,f,English (Modern)
Joso,m,Croatian
Joss,"m, f",English
Josse,m,"French (Rare), Medieval French"
Josselin,m,French
Josseline,f,French
Josslyn,f,English (Rare)
Jost,m,German
Josu,m,Basque
Josune,f,Basque
Josué,m,"French, Portuguese, Spanish"
Josèp,m,Occitan
Josèphe,f,French
José,m,"Portuguese, Spanish"
Josée,f,French
Joséphine,f,French
Jotham,m,Biblical
Jothi,"m, f",Tamil
Joukahainen,m,Finnish Mythology
Jouko,m,Finnish
Jouni,m,Finnish
Jourdain,m,French
Jovan,m,"Macedonian, Serbian"
Jovana,f,"Macedonian, Serbian"
Jovanka,f,"Macedonian, Serbian"
Jove,m,Roman Mythology (Anglicized)
Jovian,m,Ancient Roman (Anglicized)
Jovita,f,"Portuguese, Spanish"
Jovka,f,Macedonian
Jowan,m,Cornish
Jowita,f,Polish
Joy,f,English
Joyce,"m, f",English
Joye,f,English
Jozafat,m,Polish (Rare)
Jozef,m,"Dutch, Slovak"
Jozefa,f,"Hungarian, Slovene"
Jozefien,f,Dutch
Jozefina,f,Croatian
Jozefo,m,Esperanto
Jozefína,f,Slovak
Jozo,m,Croatian
Jozua,m,Dutch
João,m,Portuguese
Joãozinho,m,Portuguese
Joël,m,"Dutch, French"
Joëlle,f,French
Joĉjo,m,Esperanto
Joško,m,Croatian
Jošt,m,Slovene
Jože,m,Slovene
Jožef,m,Slovene
Jožefa,f,Slovene
Jožica,f,"Croatian, Slovene"
Ju,"m, f",Chinese
Ju-won,"m, f",Korean
Juan,f,Chinese
Juan,m,"Manx, Spanish"
Juana,f,Spanish
Juanita,f,Spanish
Juanito,m,Spanish
Juanne,m,Sardinian
Jubal,m,Biblical
Juda,m,Arabic
Judah,m,Biblical
Judas,m,Biblical
Judd,m,"English, Medieval English"
Judda,f,Ancient Germanic
Jude,f,English
Jude,m,"Biblical, English"
Judi,f,English
Judicaël,m,"Breton, French"
Judie,f,English
Judikael,m,Breton
Judit,f,"Danish, German, Hungarian, Norwegian, Spanish, Swedish"
Judita,f,"Czech, Lithuanian, Slovak"
Judite,f,Portuguese
Judith,f,"Biblical, English, French, German, Jewish, Spanish"
Judoc,m,"Ancient Celtic, Breton"
Judocus,m,"Ancient Celtic (Latinized), Dutch (Archaic)"
Judy,f,English
Judyta,f,Polish
Juha,m,Finnish
Juhan,m,Estonian
Juhana,m,Finnish
Juhani,m,Finnish
Juho,m,Finnish
Juhán,m,Sami
Jukka,m,Finnish
Julek,m,Polish
Julen,m,Basque
Jules,m,French
Jules,"m, f",English
Juli,f,Hungarian
Julia,f,"Ancient Roman, Biblical, Danish, Dutch, English, Finnish, German, Norwegian, Polish, Russian, Spanish, Swedish, Ukrainian"
Julian,m,"English, German, Polish"
Juliana,f,"Ancient Roman, Dutch, English, German, Portuguese, Spanish"
Juliane,f,"French, German"
Julianna,f,"English, Hungarian, Polish"
Julianne,f,English
Julie,f,"Czech, Danish, Dutch, English, French, German, Norwegian, Portuguese, Spanish"
Julien,m,French
Julienne,f,French
Juliet,f,English
Juliette,f,French
Julij,m,Slovene
Julija,f,"Croatian, Lithuanian, Slovene"
Julijana,f,"Croatian, Macedonian, Serbian, Slovene"
Julinha,f,Portuguese
Julio,m,Spanish
Juliska,f,Hungarian
Julita,f,Polish
Julitta,f,History
Julius,m,"Ancient Roman, English, German"
Juliusz,m,Polish
Juliya,f,"Russian, Ukrainian"
Julián,m,Spanish
July,f,English (Rare)
Julyan,m,English (Rare)
Jumaane,m,"Eastern African, Swahili"
Jumana,f,Arabic
Jumanah,f,Arabic
Jun,"m, f","Chinese, Korean"
Jun-ho,m,Korean
Jun-seo,m,Korean
Junaid,m,Arabic
Junayd,m,Arabic
June,f,English
Jung,"m, f",Korean
Jung-hee,"m, f",Korean
Jung-hoon,m,Korean
Jung-sook,f,Korean
Junia,f,"Ancient Roman, Biblical"
Junior,m,English
Juniper,f,English (Rare)
Junius,m,Ancient Roman
Junko,f,Japanese
Juno,f,Roman Mythology
Junípero,m,Various
Juozapas,m,Lithuanian
Juozas,m,Lithuanian
Jupiter,m,Roman Mythology (Anglicized)
Juraj,m,"Croatian, Slovak"
Jure,m,"Croatian, Slovene"
Jurek,m,Polish
Jurgen,m,Dutch
Jurgis,m,Lithuanian
Jurian,m,Medieval Low German
Jurica,m,"Croatian, Slovene"
Jurij,m,"Slovene, Sorbian"
Juris,m,Latvian
Juro,m,"Croatian, Japanese"
Jurou,m,Japanese
Jurre,m,Frisian
Jurriaan,m,Dutch
Jurryt,m,Frisian
Jussi,m,Finnish
Juste,m,French
Justice,"m, f",English
Justin,m,"English, French, Slovene"
Justina,f,"Czech, English, Late Roman, Lithuanian, Slovene"
Justinas,m,Lithuanian
Justine,f,"Dutch, English, French, German"
Justinian,m,History
Justus,m,"Dutch, German, Late Roman"
Justy,"m, f",English
Justyn,m,Polish
Justyna,f,Polish
Justína,f,Slovak
Justýna,f,Czech
Jutta,f,German
Juturna,f,Roman Mythology
Juuso,m,Finnish
Juvela,f,Esperanto
Juvenal,m,"History, Portuguese"
Juventas,f,Roman Mythology
Jyothi,"m, f","Indian, Malayalam, Telugu"
Jyoti,"m, f","Assamese, Bengali, Hindi, Indian, Marathi, Nepali"
Jyotsana,f,"Hindi, Indian"
Jyotsna,f,"Hindi, Indian"
Jyrgal,"m, f",Kyrgyz
Jyri,m,Finnish
Jyrki,m,Finnish
Jytte,f,Danish
Jáchym,m,Czech
Jákob,m,Hungarian (Rare)
Jákup,m,Faroese
Ján,m,Slovak
János,m,Hungarian
Jázmin,f,Hungarian
Jérémie,m,French
Jérôme,m,French
Jéssica,f,Portuguese
Jóannes,m,Faroese
Jóhann,m,Icelandic
Jóhanna,f,Icelandic
Jóhannes,m,"Faroese, Icelandic"
Jón,m,"Faroese, Icelandic"
Jóna,f,Icelandic
Jónas,m,Icelandic
Jónatan,m,Icelandic
Jórunnr,f,Ancient Scandinavian
Jóska,m,Hungarian
Józef,m,Polish
Józefa,f,Polish
Józefina,f,Polish
József,m,Hungarian
Józsi,m,Hungarian
Józsua,m,Hungarian
Jônatas,m,Portuguese
Jöran,m,Swedish
Jördis,f,German
Jörg,m,German
Jörgen,m,Swedish
Jørg,m,"Danish, Norwegian"
Jørgen,m,"Danish, Norwegian"
Jørn,m,"Danish, Norwegian"
Júlia,f,"Catalan, Hungarian, Portuguese, Slovak"
Júlio,m,Portuguese
Július,m,Slovak
Jürgen,m,Low German
Jānis,m,Latvian
Jāzeps,m,Latvian
Jędrzej,m,Polish
Jūlija,f,Latvian
Kaan,m,Turkish
Kaapo,m,Finnish
Kaapro,m,Finnish
Kaarina,f,Finnish
Kaarle,m,Finnish
Kaarlo,m,Finnish
Kacey,f,English (Modern)
Kacie,f,English (Modern)
Kacper,m,Polish
Kade,m,English (Modern)
Kadek,"m, f","Balinese, Indonesian"
Kaden,m,English (Modern)
Kader,f,Turkish
Kader,m,Arabic
Kadi̇r,m,Turkish
Kadmos,m,Greek Mythology
Kadri,f,Estonian
Kadri̇,m,Turkish
Kadri̇ye,f,Turkish
Kae,f,English (Rare)
Kaede,"m, f",Japanese
Kaeden,m,English (Modern)
Kaelea,f,English (Rare)
Kaelee,f,English (Rare)
Kaelyn,f,English (Modern)
Kaety,f,English (Rare)
Kagiso,"m, f","Southern African, Tswana"
Kahina,f,"Berber, Northern African"
Kahurangi,"m, f",Maori
Kai,f,Swedish
Kai,m,"Danish, Dutch, Finnish, Frisian, German, Norwegian, Swedish"
Kai,"m, f",Hawaiian
Kaia,f,"Estonian, Norwegian"
Kaiden,m,English (Modern)
Kaija,f,Finnish
Kaila,f,Yiddish
Kailash,m,"Hindi, Indian, Marathi"
Kailee,f,English (Modern)
Kailey,f,English (Modern)
Kailyn,f,English (Modern)
Kaimana,"m, f",Hawaiian
Kain,m,Biblical Greek
Kainan,m,Biblical Greek
Kaipo,"m, f",Hawaiian
Kaisa,f,"Estonian, Finnish"
Kaiser,m,Various
Kaitlin,f,English (Modern)
Kaitlyn,f,English (Modern)
Kaitlynn,f,English (Modern)
Kaito,m,Japanese
Kaj,f,Swedish (Rare)
Kaj,m,"Danish, Norwegian, Swedish"
Kaja,f,"Danish, Estonian, Norwegian, Polish, Slovene, Swedish"
Kajal,f,"Hindi, Indian, Marathi"
Kajetan,m,Polish
Kajetán,m,"Czech (Rare), Hungarian (Rare), Slovak (Rare)"
Kajsa,f,Swedish
Kajus,m,Lithuanian
Kakalina,f,Hawaiian
Kala,f,"Hawaiian, Tamil"
Kalani,"m, f",Hawaiian
Kale,m,Hawaiian
Kalea,f,Hawaiian
Kaleb,m,English (Modern)
Kaleigh,f,English (Modern)
Kalena,f,Hawaiian
Kaleo,m,Hawaiian
Kalev,m,"Biblical Hebrew, Estonian"
Kaleva,m,Finnish
Kalevi,m,Finnish
Kaley,f,English (Modern)
Kali,"m, f","Bengali, Hinduism, Tamil"
Kalidas,m,"Hindi, Indian"
Kalidasa,m,Sanskrit
Kalie,f,English (Modern)
Kalin,m,Bulgarian
Kalina,f,"Bulgarian, Macedonian, Polish"
Kalisha,f,African American (Rare)
Kalju,m,Estonian
Kalla,f,English (Rare)
Kalle,m,"Finnish, Swedish"
Kallias,m,Ancient Greek
Kallie,f,English
Kallikrates,m,Ancient Greek
Kalliope,f,Greek Mythology
Kallisto,f,"Ancient Greek, Greek Mythology"
Kallistos,m,Ancient Greek
Kallistrate,f,Ancient Greek
Kaloyan,m,Bulgarian
Kalpana,f,"Hindi, Indian, Kannada, Marathi, Nepali, Tamil, Telugu"
Kalyan,m,"Bengali, Hindi, Indian, Telugu"
Kalyana,m,"Indian, Telugu"
Kalyani,f,"Hindi, Hinduism, Indian, Marathi, Telugu"
Kalyn,f,English (Modern)
Kalyna,f,Ukrainian (Rare)
Kalypso,f,Greek Mythology
Kalysta,f,English (Rare)
Kam,m,English (Modern)
Kama,m,Hinduism
Kamakshi,f,"Hindi, Hinduism, Indian"
Kamal,m,"Arabic, Bengali, Gujarati, Hindi, Indian, Kannada, Malayalam, Marathi, Nepali, Punjabi, Tamil, Telugu"
Kamala,"m, f","Hindi, Hinduism, Indian, Kannada, Nepali, Tamil, Telugu"
Kamalani,"m, f",Hawaiian
Kamaria,f,"Eastern African, Swahili"
Kamatchi,f,Tamil
Kambiz,m,Persian
Kambujiya,m,Ancient Persian
Kamen,m,Bulgarian
Kameron,m,English (Modern)
Kamil,m,"Arabic, Czech, Polish, Slovak"
Kamila,f,"Czech, Polish, Slovak"
Kamilla,f,"Danish, Hungarian, Norwegian, Swedish"
Kamilė,f,Lithuanian
Kamini,f,"Hindi, Indian"
Kamon,"m, f",Thai
Kamryn,f,English (Modern)
Kanani,f,Hawaiian
Kanchana,f,Tamil
Kanda,f,Thai
Kandace,f,English (Modern)
Kandake,f,"Biblical, Biblical Greek"
Kandaĵa,f,Esperanto
Kandi,f,English
Kane,m,Irish
Kaneonuskatew,m,"Cree, Native American"
Kannan,m,Tamil
Kanon,f,Japanese
Kanta,"m, f","Bengali, Hindi, Indian"
Kanti,"m, f","Bengali, Hindi, Hinduism, Indian"
Kanya,f,Thai
Kaolin,m,English (Rare)
Kaori,f,Japanese
Kaoru,"m, f",Japanese
Kapel,m,Yiddish
Kapena,m,Hawaiian
Kapil,m,"Hindi, Indian, Marathi"
Kapila,m,Hinduism
Kapono,m,Hawaiian
Kapua,"m, f",Hawaiian
Kara,f,English
Kara,m,Turkish
Karam,"m, f",Arabic
Karan,m,"Gujarati, Hindi, Indian, Marathi, Punjabi"
Karaugh,f,English (Rare)
Karcsi,m,Hungarian
Kareem,m,Arabic
Karekin,m,Armenian
Karel,m,"Czech, Dutch, Slovene"
Karen,f,"Danish, English, German, Icelandic, Norwegian"
Karen,m,Armenian
Karena,f,English (Rare)
Karenza,f,English (Rare)
Karesinda,f,Esperanto
Kari,f,Norwegian
Kari,m,Finnish
Karim,m,"Arabic, Persian"
Karima,f,Arabic
Karin,f,"Danish, Dutch, English, Finnish, German, Norwegian, Swedish"
Karina,f,"Danish, English, German, Norwegian, Polish, Russian, Swedish"
Karine,f,"French, Norwegian"
Karishma,f,"Hindi, Indian"
Karissa,f,English
Karita,f,Swedish
Karl,m,"Ancient Germanic, Danish, English, Finnish, German, Norwegian, Swedish"
Karla,f,"Croatian, Danish, German, Norwegian, Swedish"
Karlee,f,English (Modern)
Karlene,f,English
Karlmann,m,German (Archaic)
Karlo,m,Croatian
Karly,f,English (Modern)
Karma,"m, f",Bhutanese
Karme,f,Greek Mythology
Karmela,f,Croatian
Karmen,f,"Croatian, Slovene"
Karna,m,Hinduism
Karol,m,"Polish, Slovak, Slovene"
Karola,f,"German, Hungarian"
Karoliina,f,Finnish
Karolina,f,"Croatian, Danish, German, Hungarian, Lithuanian, Macedonian, Norwegian, Polish, Slovene, Swedish"
Karoline,f,"Danish, German, Norwegian"
Karolis,m,Lithuanian
Karolyn,f,English
Karolína,f,Czech
Karp,m,Russian
Karpos,m,"Ancient Greek, Biblical Greek"
Karrie,f,English
Karsten,m,"Danish, Low German, Norwegian"
Karthik,m,"Indian, Malayalam, Tamil, Telugu"
Karthika,f,"Indian, Malayalam, Tamil"
Karthikeyan,m,"Hinduism, Tamil"
Kartik,m,"Hindi, Indian, Marathi"
Kartikeya,m,Hinduism
Karyn,f,English
Karyna,f,English (Rare)
Kasandra,f,"English (Modern), Polish"
Kasey,"m, f",English
Kashi,f,"Hindi, Indian"
Kasi,f,"Indian, Tamil, Telugu"
Kasia,f,Polish
Kasih,f,"Indonesian, Malay"
Kasim,m,Turkish
Kasimir,m,German (Rare)
Kasimira,f,German (Archaic)
Kaspar,m,German
Kasparas,m,Lithuanian
Kaspars,m,Latvian
Kasper,m,"Danish, Dutch, Norwegian, Swedish"
Kassandra,f,"Ancient Greek, English (Modern), Greek Mythology"
Kassandros,m,Ancient Greek
Kassia,f,English (Rare)
Kassidy,f,English (Modern)
Kassiopeia,f,Greek Mythology
Kassy,f,English (Modern)
Kastor,m,Greek Mythology
Kasumi,f,Japanese
Kat,f,English
Kata,f,"Croatian, Finnish, Hungarian"
Katalin,f,"Basque, Hungarian"
Katalinka,f,Hungarian
Katar,f,Armenian
Katariina,f,"Estonian, Finnish"
Katarin,f,Breton
Katarina,f,"Croatian, Danish, German, Norwegian, Serbian, Slovene, Swedish"
Katarine,f,German (Rare)
Katarzyna,f,Polish
Katarína,f,Slovak
Katashi,m,Japanese
Katayun,f,Persian
Kate,f,"Croatian, English"
Katee,f,English (Rare)
Katelijn,f,Dutch
Katelijne,f,Dutch
Katelin,f,English (Modern)
Katell,f,Breton
Katelyn,f,English (Modern)
Katelynn,f,English (Modern)
Katenka,f,Russian
Kateri,f,History
Katerina,f,"Bulgarian, Greek, Late Roman, Macedonian, Russian"
Kateryna,f,Ukrainian
Katey,f,English
Kateřina,f,Czech
Katharina,f,"Danish, German, Norwegian, Swedish"
Katharine,f,"English, German"
Katharyn,f,English
Katherina,f,"English (Rare), German"
Katherine,f,English
Katheryn,f,English
Katheryne,f,English (Rare)
Kathi,f,English
Kathie,f,English
Kathleen,f,"English, Irish"
Kathlyn,f,English
Kathrin,f,German
Kathrine,f,"Danish, Norwegian"
Kathryn,f,English
Kathy,f,English
Kati,f,"Estonian, Finnish, Hungarian"
Katia,f,Russian
Katica,f,"Croatian, Hungarian, Slovene"
Katida,f,Esperanto
Katie,f,English
Katina,f,"Greek, Macedonian"
Katinka,f,"Dutch, German, Hungarian"
Katja,f,"Danish, Dutch, German, Norwegian, Slovene, Swedish"
Katka,f,"Czech, Slovak"
Katlego,"m, f","Southern African, Tswana"
Katlyn,f,English (Modern)
Kato,m,"Eastern African, Ganda"
Katri,f,Finnish
Katrien,f,Dutch
Katriina,f,Finnish
Katrijn,f,Dutch
Katrin,f,"Estonian, German, Swedish"
Katrina,f,"Dutch, English, German, Swedish"
Katrine,f,"Danish, Norwegian"
Katriona,f,English (Rare)
Katrín,f,Icelandic
Katrė,f,Lithuanian
Katsiaryna,f,Belarusian
Katsu,m,Japanese
Katsuo,m,Japanese
Katsuro,m,Japanese
Katsurou,m,Japanese
Kattalin,f,Basque
Katy,f,English
Katya,f,Russian
Kató,f,Hungarian
Kaui,"m, f",Hawaiian
Kauko,m,Finnish
Kaulana,"m, f",Hawaiian
Kaur,f,Indian (Sikh)
Kauri,m,Maori
Kausalya,f,Hinduism
Kaveh,m,"Persian, Persian Mythology"
Kaveri,f,"Hindi, Indian"
Kavi,m,"Hindi, Indian"
Kavita,f,"Hindi, Indian, Marathi"
Kavitha,f,"Indian, Kannada, Tamil, Telugu"
Kawacatoose,m,"Cree, Native American"
Kawehi,"m, f",Hawaiian
Kay,f,English
Kay,m,"Arthurian Romance, Danish, Frisian, German, Norwegian, Swedish, Welsh Mythology"
Kaycee,f,English (Modern)
Kayden,"m, f",English (Modern)
Kaydence,f,English (Modern)
Kaye,f,English
Kayin,m,Biblical Hebrew
Kayin,"m, f","Western African, Yoruba"
Kayla,f,"English, Yiddish"
Kayleah,f,English (Rare)
Kaylee,f,English (Modern)
Kayleen,f,English (Rare)
Kayleigh,f,English (Modern)
Kayley,f,English (Modern)
Kaylie,f,English (Modern)
Kaylin,f,English (Modern)
Kayly,f,English (Rare)
Kaylyn,f,English (Modern)
Kaylynn,f,English (Modern)
Kayode,m,"Western African, Yoruba"
Kazia,f,Polish
Kazik,m,Polish
Kazimiera,f,Polish
Kazimieras,m,Lithuanian
Kazimierz,m,Polish
Kazimir,m,"Medieval Slavic, Russian"
Kazimír,m,"Czech (Rare), Hungarian (Rare), Slovak (Rare)"
Kazue,f,Japanese
Kazuki,m,Japanese
Kazuko,f,Japanese
Kazuo,m,Japanese
Kağan,m,Turkish
Keahi,"m, f",Hawaiian
Keala,"m, f",Hawaiian
Kealoha,"m, f",Hawaiian
Kean,m,Irish
Keane,m,Irish
Keanna,f,English (Modern)
Keanu,"m, f",Hawaiian
Keara,f,English (Modern)
Keaton,m,English (Modern)
Keavy,f,"Irish, Scottish"
Keefe,m,"English (Rare), Irish"
Keegan,m,"English, Irish"
Keelan,"m, f",Irish
Keeleigh,f,English (Rare)
Keeley,f,English (Modern)
Keelin,f,Irish
Keely,f,English
Keenan,m,Irish
Kees,m,Dutch
Keeva,f,Irish
Kefilwe,"m, f","Southern African, Tswana"
Kegan,m,English (Modern)
Keghart,m,Armenian
Keighley,f,English (Rare)
Keiko,f,Japanese
Keila,f,English (Modern)
Keinan,m,Biblical Hebrew
Keir,m,"English (Rare), Scottish"
Keira,f,English (Modern)
Keiran,m,English (Rare)
Keisha,f,African American
Keith,m,"English, Scottish"
Keitha,f,Scottish
Kekepania,f,Hawaiian
Kekoa,m,Hawaiian
Kelan,m,Irish
Kelcey,"m, f",English (Rare)
Keld,m,Danish
Kelda,f,English (Rare)
Kelebek,f,Turkish
Kelemen,m,Hungarian
Kelia,f,English (Rare)
Kelila,f,Hebrew
Kelleigh,f,English (Rare)
Kelley,"m, f",English
Kelli,f,English
Kellie,f,English
Kelly,"m, f","English, Irish"
Kelsey,"m, f",English
Kelsi,f,English (Modern)
Kelsie,f,English (Modern)
Kelvin,m,English
Kemal,m,Turkish
Kemen,m,Basque
Kemp,m,English (Rare)
Ken'ichi,m,Japanese
Ken,m,"English, Japanese"
Kenan,m,Biblical
Kenaniah,m,Biblical
Kenanyahu,m,Biblical Hebrew
Kendal,"m, f",English (Modern)
Kendall,"m, f",English
Kendra,f,English
Kendrick,m,English
Kenelm,m,English (Rare)
Kenina,f,Scottish
Kenith,m,English (Rare)
Kenji,m,Japanese
Kenna,f,Scottish
Kennard,m,English
Kennedy,"m, f","English, Irish"
Kennet,m,"Danish, Norwegian, Swedish"
Kenneth,m,"Danish, English, Norwegian, Scottish, Swedish"
Kennith,m,English
Kenny,m,"English, Scottish"
Kenrick,m,English (Rare)
Kenshin,m,Japanese
Kent,m,English
Kenta,m,Japanese
Kentigern,m,Scottish
Kenton,m,English
Kenya,f,"African American, English"
Kenyon,m,English
Kenzie,"m, f",English
Keone,"m, f",Hawaiian
Keoni,m,Hawaiian
Kepa,m,Basque
Kephalos,m,Greek Mythology
Kephas,m,Biblical Greek
Kepheus,m,Greek Mythology
Kerberos,m,Greek Mythology
Kerem,m,Turkish
Keren,f,"Biblical Hebrew, Hebrew"
Keren-happuch,f,Biblical
Kerena,f,English (Rare)
Kerensa,f,English (Rare)
Kerenza,f,English (Rare)
Keri,f,English
Keri̇m,m,Turkish
Keri̇me,f,Turkish
Kerman,m,Basque
Kermit,m,English
Kerneels,m,Dutch
Kerr,m,"English (Rare), Scottish"
Kerri,f,English
Kerrie,f,English
Kerry,"m, f",English
Kerstin,f,"German, Swedish"
Kerttu,f,Finnish
Kesha,m,Russian
Keshaun,m,African American (Modern)
Keshawn,m,African American (Modern)
Keshet,"m, f",Hebrew
Keshia,f,African American
Kester,m,Scottish
Kestrel,f,English (Rare)
Ketevan,f,Georgian
Keti,f,Georgian
Ketil,m,Norwegian
Ketill,m,Ancient Scandinavian
Ketilriðr,f,Ancient Scandinavian
Keto,f,Georgian
Kettil,m,Swedish
Keturah,f,Biblical
Ketut,"m, f","Balinese, Indonesian"
Ketzi'ah,f,Biblical Hebrew
Kev,m,English
Kevan,m,Irish
Kevin,m,"Danish, Dutch, English, French, German, Irish, Norwegian, Swedish"
Kevork,m,Armenian
Kevyn,"m, f",English (Rare)
Keysha,f,African American (Rare)
Kezia,f,Biblical
Keziah,f,Biblical
Kfir,m,Hebrew
Kgosi,m,"Southern African, Tswana"
Khachatur,m,Armenian
Khadiga,f,Arabic (Egyptian)
Khadija,f,"Arabic, Malay"
Khadijeh,f,Persian
Khajag,m,Armenian
Khaled,m,Arabic
Khaleel,m,Arabic
Khalid,m,Arabic
Khalida,f,Arabic
Khalifa,m,Arabic
Khalil,m,Arabic
Khalilah,f,Arabic
Khaliq,m,Arabic
Khamisi,m,"Eastern African, Swahili"
Khan,m,"Pashto, Urdu"
Khanpasha,m,Chechen
Khariton,m,Russian
Khasan,m,"Bashkir, Chechen, Circassian, Ingush, Ossetian, Tatar"
Khatijah,f,Arabic
Khatuna,f,Georgian
Khayrat,"m, f",Arabic
Khayri,m,Arabic
Khayriyya,f,Arabic
Khayyam,m,Arabic
Khazhak,m,Armenian
Khloe,f,English (Modern)
Khodadad,m,Persian
Khordad,f,Persian Mythology
Khorshid,"m, f",Persian
Khrystyna,f,Ukrainian
Khshayarsha,m,Ancient Persian
Khulan,f,Mongolian
Khurshid,"m, f","Persian, Persian Mythology, Urdu"
Khushi,f,"Hindi, Indian"
Khwaja,m,Persian
Kia,f,Swedish
Kian,m,"English (Modern), Persian"
Kiana,f,"African American, Hawaiian"
Kianoush,m,Persian
Kiara,f,English (Modern)
Kiaran,m,English (Rare)
Kiarra,f,English (Modern)
Kibwe,m,"Eastern African, Swahili"
Kichiro,m,Japanese
Kichirou,m,Japanese
Kiefer,m,English (Modern)
Kielo,f,Finnish
Kiera,f,Irish
Kieran,m,Irish
Kieron,m,Irish
Kierra,f,English (Modern)
Kiersten,f,English (Modern)
Kiira,f,Finnish
Kike,m,Spanish
Kiki,f,"English, German, Greek"
Kiku,f,Japanese
Kiley,f,English
Kilian,m,"French, German, Irish"
Kilie,f,English (Rare)
Kilikina,f,Hawaiian
Killian,m,"French, Irish"
Kim,f,Vietnamese
Kim,m,"Danish, Finnish, Norwegian, Swedish"
Kim,"m, f",English
Kimball,m,English
Kimberlee,f,English
Kimberleigh,f,English (Rare)
Kimberley,f,English
Kimberly,f,English
Kimberlyn,f,English (Rare)
Kimbra,f,English (Rare)
Kimi,m,Finnish
Kimiko,f,Japanese
Kimmie,f,English
Kimmy,f,English
Kimo,m,Hawaiian
Kinborough,f,Medieval English
Kincső,f,Hungarian
Kine,f,Norwegian
Kineret,f,Hebrew
King,m,English
Kinga,f,"Hungarian, Polish"
Kinge,f,German
Kingsley,m,English (Modern)
Kingston,m,English (Modern)
Kinley,f,English (Modern)
Kinneret,f,Hebrew
